ID,Pe_F,Pe_R,Pe_ratio,Span_F,Span_R,Span_ratio,MAG_ID,SLG_ID
k141_217152:9760-9777-9938-9955,42,12,0.22,23,8,0.26,SLG1207_DASTool_bins_18,SLG944
k141_217152:9760-9777-9938-9955,24,74,0.76,12,45,0.79,SLG1207_DASTool_bins_18,SLG593
k141_217152:9760-9777-9938-9955,68,32,0.32,43,18,0.3,SLG1207_DASTool_bins_18,SLG1213
k141_217152:9760-9777-9938-9955,118,40,0.25,63,18,0.22,SLG1207_DASTool_bins_18,SLG710
k141_217152:9760-9777-9938-9955,40,10,0.2,22,6,0.21,SLG1207_DASTool_bins_18,SLG942
k141_217152:9760-9777-9938-9955,106,14,0.12,65,7,0.1,SLG1207_DASTool_bins_18,SLG937
k141_217152:9760-9777-9938-9955,16,8,0.33,7,4,0.36,SLG1207_DASTool_bins_18,SLG1163
k141_217152:9760-9777-9938-9955,18,26,0.59,9,14,0.61,SLG1207_DASTool_bins_18,SLG659
k141_217152:9760-9777-9938-9955,8,12,0.6,3,8,0.73,SLG1207_DASTool_bins_18,SLG444
k141_217152:9760-9777-9938-9955,14,18,0.56,8,11,0.58,SLG1207_DASTool_bins_18,SLG777
k141_217152:9760-9777-9938-9955,16,42,0.72,8,25,0.76,SLG1207_DASTool_bins_18,SLG660
k141_217152:9760-9777-9938-9955,26,90,0.78,12,54,0.82,SLG1207_DASTool_bins_18,SLG193
k141_217152:9760-9777-9938-9955,46,8,0.15,28,5,0.15,SLG1207_DASTool_bins_18,SLG1105
k141_217152:9760-9777-9938-9955,74,12,0.14,42,5,0.11,SLG1207_DASTool_bins_18,SLG939
k141_217152:9760-9777-9938-9955,34,22,0.39,20,14,0.41,SLG1207_DASTool_bins_18,SLG1132
k141_217152:9760-9777-9938-9955,72,20,0.22,44,11,0.2,SLG1207_DASTool_bins_18,SLG943
k141_217152:9760-9777-9938-9955,42,8,0.16,24,4,0.14,SLG1207_DASTool_bins_18,SLG424
k141_217152:9760-9777-9938-9955,20,58,0.74,7,33,0.82,SLG1207_DASTool_bins_18,SLG422
k141_217152:9760-9777-9938-9955,24,34,0.59,16,18,0.53,SLG1207_DASTool_bins_18,SLG1157
k141_217152:9760-9777-9938-9955,22,52,0.7,13,27,0.68,SLG1207_DASTool_bins_18,SLG222
k141_217152:9760-9777-9938-9955,52,40,0.43,26,22,0.46,SLG1207_DASTool_bins_18,SLG441
k141_217152:9760-9777-9938-9955,32,68,0.68,18,35,0.66,SLG1207_DASTool_bins_18,SLG442
k141_217152:9760-9777-9938-9955,8,8,0.5,5,5,0.5,SLG1207_DASTool_bins_18,SLG778
k141_217152:9760-9777-9938-9955,38,8,0.17,19,6,0.24,SLG1207_DASTool_bins_18,SLG941
k141_217152:9760-9777-9938-9955,84,20,0.19,46,9,0.16,SLG1207_DASTool_bins_18,SLG886
k141_217152:9760-9777-9938-9955,20,6,0.23,13,4,0.24,SLG1207_DASTool_bins_18,SLG219
k141_217152:9760-9777-9938-9955,52,20,0.28,29,10,0.26,SLG1207_DASTool_bins_18,SLG888
k141_217152:9760-9777-9938-9955,30,28,0.48,13,14,0.52,SLG1207_DASTool_bins_18,SLG776
k141_217152:9760-9777-9938-9955,6,34,0.85,4,22,0.85,SLG1207_DASTool_bins_18,SLG1123
k141_217152:9760-9777-9938-9955,14,8,0.36,8,4,0.33,SLG1207_DASTool_bins_18,SLG220
k141_217152:9760-9777-9938-9955,2,10,0.83,1,5,0.83,SLG1207_DASTool_bins_18,SLG712
k141_217152:9760-9777-9938-9955,64,18,0.22,37,11,0.23,SLG1207_DASTool_bins_18,SLG191
k141_217152:9760-9777-9938-9955,20,56,0.74,11,35,0.76,SLG1207_DASTool_bins_18,SLG443
k141_217152:9760-9777-9938-9955,22,48,0.69,13,35,0.73,SLG1207_DASTool_bins_18,SLG194
k141_217152:9760-9777-9938-9955,32,28,0.47,22,15,0.41,SLG1207_DASTool_bins_18,SLG938
k141_217152:9760-9777-9938-9955,8,66,0.89,5,38,0.88,SLG1207_DASTool_bins_18,SLG326B
k141_217152:9760-9777-9938-9955,44,52,0.54,21,29,0.58,SLG1207_DASTool_bins_18,SLG620
k141_218135:12247-12260-12503-12516,4,8,0.67,1,4,0.8,SLG942_DASTool_bins_SLG942_bin.29,SLG888
k141_218313:13628-13657-13942-13971,12,32,0.73,6,15,0.71,SLG1009_DASTool_bins_SLG1009_bin.39,SLG889
k141_218313:13628-13657-13942-13971,22,36,0.62,12,20,0.62,SLG1009_DASTool_bins_SLG1009_bin.39,SLG221
k141_218313:13628-13657-13942-13971,4,18,0.82,2,10,0.83,SLG1009_DASTool_bins_SLG1009_bin.39,SLG939
k141_218313:13628-13657-13942-13971,2,6,0.75,1,4,0.8,SLG1009_DASTool_bins_SLG1009_bin.39,SLG779
k141_218313:13628-13657-13942-13971,18,22,0.55,10,12,0.55,SLG1009_DASTool_bins_SLG1009_bin.39,SLG618
k141_218313:13628-13657-13942-13971,34,16,0.32,12,10,0.45,SLG1009_DASTool_bins_SLG1009_bin.39,SLG1010
k141_219190:7187-7202-7549-7564,0,12,1.0,0,11,1.0,SLG422_DASTool_bins_3_sub,SLG441
k141_219265:1501-1529-1679-1707,2,12,0.86,2,8,0.8,SLG1102_DASTool_bins_105,SLG194
k141_219737:20484-20515-20797-20828,6,10,0.62,2,4,0.67,SLG1009_DASTool_bins_SLG1009_bin.39,SLG1010
k141_219737:20484-20515-20797-20828,4,10,0.71,1,5,0.83,SLG1009_DASTool_bins_SLG1009_bin.39,SLG221
k141_219737:20484-20515-20797-20828,2,18,0.9,1,10,0.91,SLG1009_DASTool_bins_SLG1009_bin.39,SLG939
k141_219737:20484-20515-20797-20828,8,8,0.5,4,4,0.5,SLG1009_DASTool_bins_SLG1009_bin.39,SLG618
k141_219809:750-761-950-961,52,6,0.1,34,4,0.11,SLG1207_DASTool_bins_18,SLG1207
k141_22504:21168-21179-21319-21330,398,6,0.01,275,5,0.02,SLG530_DASTool_bins_SLG530_bin.051,SLG1207
k141_229769:35989-36021-36270-36302,0,6,1.0,0,5,1.0,SLG1008_DASTool_bins_16,SLG613
k141_230901:62962-62984-63155-63177,56,10,0.15,30,5,0.14,SLG1207_DASTool_bins_18,SLG326B
k141_230901:62962-62984-63155-63177,46,6,0.12,26,4,0.13,SLG1207_DASTool_bins_18,SLG1213
k141_230901:62962-62984-63155-63177,44,72,0.62,29,44,0.6,SLG1207_DASTool_bins_18,SLG710
k141_230901:62962-62984-63155-63177,2,108,0.98,1,56,0.98,SLG1207_DASTool_bins_18,SLG937
k141_230901:62962-62984-63155-63177,2,24,0.92,0,12,1.0,SLG1207_DASTool_bins_18,SLG444
k141_230901:62962-62984-63155-63177,26,44,0.63,18,29,0.62,SLG1207_DASTool_bins_18,SLG441
k141_230901:62962-62984-63155-63177,2,20,0.91,1,9,0.9,SLG1207_DASTool_bins_18,SLG657
k141_230901:62962-62984-63155-63177,62,22,0.26,37,9,0.2,SLG1207_DASTool_bins_18,SLG1156
k141_230901:62962-62984-63155-63177,64,10,0.14,35,6,0.15,SLG1207_DASTool_bins_18,SLG939
k141_230901:62962-62984-63155-63177,28,28,0.5,17,11,0.39,SLG1207_DASTool_bins_18,SLG1157
k141_230901:62962-62984-63155-63177,8,18,0.69,5,9,0.64,SLG1207_DASTool_bins_18,SLG1103
k141_230901:62962-62984-63155-63177,6,60,0.91,3,37,0.92,SLG1207_DASTool_bins_18,SLG654
k141_230901:62962-62984-63155-63177,10,12,0.55,4,11,0.73,SLG1207_DASTool_bins_18,SLG423
k141_230901:62962-62984-63155-63177,24,50,0.68,13,29,0.69,SLG1207_DASTool_bins_18,SLG888
k141_230901:62962-62984-63155-63177,12,24,0.67,7,12,0.63,SLG1207_DASTool_bins_18,SLG1121
k141_230901:62962-62984-63155-63177,54,124,0.7,27,69,0.72,SLG1207_DASTool_bins_18,SLG594
k141_230901:62962-62984-63155-63177,0,52,1.0,0,32,1.0,SLG1207_DASTool_bins_18,SLG443
k141_230901:62962-62984-63155-63177,2,12,0.86,0,7,1.0,SLG1207_DASTool_bins_18,SLG940
k141_230901:62962-62984-63155-63177,8,62,0.89,4,31,0.89,SLG1207_DASTool_bins_18,SLG422
k141_230901:62962-62984-63155-63177,22,98,0.82,11,59,0.84,SLG1207_DASTool_bins_18,SLG887
k141_230901:62962-62984-63155-63177,0,30,1.0,0,18,1.0,SLG1207_DASTool_bins_18,SLG658
k141_230901:62962-62984-63155-63177,2,18,0.9,1,12,0.92,SLG1207_DASTool_bins_18,SLG1120
k141_230901:62962-62984-63155-63177,20,6,0.23,16,5,0.24,SLG1207_DASTool_bins_18,SLG219
k141_230901:62962-62984-63155-63177,0,60,1.0,0,37,1.0,SLG1207_DASTool_bins_18,SLG620
k141_230901:62962-62984-63155-63177,48,10,0.17,29,5,0.15,SLG1207_DASTool_bins_18,SLG1105
k141_230901:62962-62984-63155-63177,20,6,0.23,11,4,0.27,SLG1207_DASTool_bins_18,SLG614
k141_230901:62962-62984-63155-63177,18,8,0.31,11,4,0.27,SLG1207_DASTool_bins_18,SLG1215
k141_230901:62962-62984-63155-63177,38,8,0.17,16,5,0.24,SLG1207_DASTool_bins_18,SLG1216
k141_230901:62962-62984-63155-63177,28,12,0.3,14,6,0.3,SLG1207_DASTool_bins_18,SLG1163
k141_230901:62962-62984-63155-63177,10,50,0.83,8,27,0.77,SLG1207_DASTool_bins_18,SLG1208
k141_230901:62962-62984-63155-63177,12,90,0.88,8,48,0.86,SLG1207_DASTool_bins_18,SLG442
k141_230901:62962-62984-63155-63177,54,16,0.23,36,9,0.2,SLG1207_DASTool_bins_18,SLG328B
k141_230901:62962-62984-63155-63177,14,8,0.36,7,4,0.36,SLG1207_DASTool_bins_18,SLG1205
k141_230901:62962-62984-63155-63177,52,10,0.16,38,7,0.16,SLG1207_DASTool_bins_18,SLG1122
k141_230901:62962-62984-63155-63177,48,12,0.2,28,6,0.18,SLG1207_DASTool_bins_18,SLG1173
k141_230901:62962-62984-63155-63177,18,34,0.65,9,19,0.68,SLG1207_DASTool_bins_18,SLG192
k141_230901:62962-62984-63155-63177,10,8,0.44,8,5,0.38,SLG1207_DASTool_bins_18,SLG1155.555
k141_230901:62962-62984-63155-63177,28,10,0.26,15,6,0.29,SLG1207_DASTool_bins_18,SLG1207
k141_230901:62962-62984-63155-63177,12,38,0.76,5,24,0.83,SLG1207_DASTool_bins_18,SLG1206
k141_230901:62962-62984-63155-63177,94,14,0.13,61,7,0.1,SLG1207_DASTool_bins_18,SLG656
k141_230901:62962-62984-63155-63177,12,26,0.68,8,17,0.68,SLG1207_DASTool_bins_18,SLG1123
k141_230901:62962-62984-63155-63177,10,32,0.76,5,21,0.81,SLG1207_DASTool_bins_18,SLG660
k141_230901:62962-62984-63155-63177,4,10,0.71,2,6,0.75,SLG1207_DASTool_bins_18,SLG1155.554
k141_230901:62962-62984-63155-63177,2,70,0.97,1,38,0.97,SLG1207_DASTool_bins_18,SLG886
k141_230901:62962-62984-63155-63177,6,30,0.83,4,14,0.78,SLG1207_DASTool_bins_18,SLG938
k141_230901:62962-62984-63155-63177,14,24,0.63,8,14,0.64,SLG1207_DASTool_bins_18,SLG777
k141_230901:62962-62984-63155-63177,20,30,0.6,11,23,0.68,SLG1207_DASTool_bins_18,SLG653
k141_230901:62962-62984-63155-63177,10,52,0.84,7,28,0.8,SLG1207_DASTool_bins_18,SLG659
k141_230901:62962-62984-63155-63177,80,8,0.09,49,6,0.11,SLG1207_DASTool_bins_18,SLG191
k141_230901:62962-62984-63155-63177,78,16,0.17,49,8,0.14,SLG1207_DASTool_bins_18,SLG1214
k141_230901:62962-62984-63155-63177,60,12,0.17,38,6,0.14,SLG1207_DASTool_bins_18,SLG530
k141_234129:139710-139730-139880-139900,6,10,0.62,2,6,0.75,SLG1205_DASTool_bins_SLG1205_bin.96,SLG423
k141_234129:139710-139730-139880-139900,0,6,1.0,0,6,1.0,SLG1205_DASTool_bins_SLG1205_bin.96,SLG653
k141_234129:84713-84725-84905-84917,0,14,1.0,0,8,1.0,SLG1205_DASTool_bins_SLG1205_bin.96,SLG441
k141_234129:84713-84725-84905-84917,0,12,1.0,0,6,1.0,SLG1205_DASTool_bins_SLG1205_bin.96,SLG658
k141_234129:84713-84725-84905-84917,0,8,1.0,0,5,1.0,SLG1205_DASTool_bins_SLG1205_bin.96,SLG617
k141_234129:84713-84725-84905-84917,0,22,1.0,0,10,1.0,SLG1205_DASTool_bins_SLG1205_bin.96,SLG657
k141_234129:84713-84725-84905-84917,2,8,0.8,1,6,0.86,SLG1205_DASTool_bins_SLG1205_bin.96,SLG991
k141_234129:84713-84725-84905-84917,8,8,0.5,4,6,0.6,SLG1205_DASTool_bins_SLG1205_bin.96,SLG1120
k141_234129:84713-84725-84905-84917,0,26,1.0,0,13,1.0,SLG1205_DASTool_bins_SLG1205_bin.96,SLG423
k141_234129:84713-84725-84905-84917,2,8,0.8,1,5,0.83,SLG1205_DASTool_bins_SLG1205_bin.96,SLG1214
k141_234129:84713-84725-84905-84917,0,8,1.0,0,4,1.0,SLG1205_DASTool_bins_SLG1205_bin.96,SLG1132
k141_234129:84713-84725-84905-84917,14,12,0.46,11,7,0.39,SLG1205_DASTool_bins_SLG1205_bin.96,SLG1155.554
k141_234129:84713-84725-84905-84917,10,14,0.58,7,8,0.53,SLG1205_DASTool_bins_SLG1205_bin.96,SLG529
k141_234129:93213-93240-93380-93407,4,16,0.8,3,11,0.79,SLG1205_DASTool_bins_SLG1205_bin.96,SLG1120
k141_234129:93213-93240-93380-93407,0,8,1.0,0,5,1.0,SLG1205_DASTool_bins_SLG1205_bin.96,SLG659
k141_234129:93213-93240-93380-93407,0,14,1.0,0,9,1.0,SLG1205_DASTool_bins_SLG1205_bin.96,SLG220
k141_234129:93213-93240-93380-93407,4,6,0.6,3,5,0.62,SLG1205_DASTool_bins_SLG1205_bin.96,SLG1213
k141_234129:93213-93240-93380-93407,0,6,1.0,0,5,1.0,SLG1205_DASTool_bins_SLG1205_bin.96,SLG219
k141_236419:10773-10799-11002-11028,2,6,0.75,1,4,0.8,SLG220_DASTool_bins_SLG220_bin.48,SLG888
k141_237115:13982-14004-14163-14185,0,14,1.0,0,5,1.0,SLG529_DASTool_bins_133_sub,SLG1155.555
k141_237115:13982-14004-14163-14185,0,14,1.0,0,8,1.0,SLG529_DASTool_bins_133_sub,SLG991
k141_237115:13982-14004-14163-14185,6,22,0.79,3,11,0.79,SLG529_DASTool_bins_133_sub,SLG888
k141_237115:13982-14004-14163-14185,12,10,0.45,5,9,0.64,SLG529_DASTool_bins_133_sub,SLG1213
k141_237115:13982-14004-14163-14185,6,16,0.73,5,11,0.69,SLG529_DASTool_bins_133_sub,SLG193
k141_23748:1038-1070-1295-1327,0,14,1.0,0,6,1.0,SLG529_DASTool_bins_72,SLG194
k141_23748:1038-1070-1295-1327,2,8,0.8,0,6,1.0,SLG529_DASTool_bins_72,SLG1171
k141_237630:141760-141780-141926-141946,0,6,1.0,0,6,1.0,SLG1205_DASTool_bins_SLG1205_bin.96,SLG219
k141_237630:141760-141780-141926-141946,0,14,1.0,0,6,1.0,SLG1205_DASTool_bins_SLG1205_bin.96,SLG1102
k141_237630:141760-141780-141926-141946,0,10,1.0,0,8,1.0,SLG1205_DASTool_bins_SLG1205_bin.96,SLG654
k141_237630:141760-141780-141926-141946,0,6,1.0,0,5,1.0,SLG1205_DASTool_bins_SLG1205_bin.96,SLG441
k141_237630:141760-141780-141926-141946,2,6,0.75,0,4,1.0,SLG1205_DASTool_bins_SLG1205_bin.96,SLG1120
k141_237630:141760-141780-141926-141946,0,16,1.0,0,9,1.0,SLG1205_DASTool_bins_SLG1205_bin.96,SLG424
k141_240574:41224-41237-41490-41503,42,18,0.3,21,8,0.28,SLG1120_DASTool_bins_SLG1120_bin.75,SLG889
k141_240574:41224-41237-41490-41503,66,28,0.3,40,17,0.3,SLG1120_DASTool_bins_SLG1120_bin.75,SLG776
k141_240574:41224-41237-41490-41503,14,16,0.53,12,9,0.43,SLG1120_DASTool_bins_SLG1120_bin.75,SLG595
k141_240574:41224-41237-41490-41503,0,24,1.0,0,11,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG779
k141_240574:41224-41237-41490-41503,30,14,0.32,11,9,0.45,SLG1120_DASTool_bins_SLG1120_bin.75,SLG942
k141_240574:41224-41237-41490-41503,22,10,0.31,12,7,0.37,SLG1120_DASTool_bins_SLG1120_bin.75,SLG886
k141_240574:41224-41237-41490-41503,40,18,0.31,27,16,0.37,SLG1120_DASTool_bins_SLG1120_bin.75,SLG938
k141_240574:41224-41237-41490-41503,8,88,0.92,4,52,0.93,SLG1120_DASTool_bins_SLG1120_bin.75,SLG939
k141_240574:41224-41237-41490-41503,0,26,1.0,0,16,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG941
k141_240574:41224-41237-41490-41503,14,6,0.3,7,4,0.36,SLG1120_DASTool_bins_SLG1120_bin.75,SLG659
k141_240574:41224-41237-41490-41503,10,28,0.74,5,15,0.75,SLG1120_DASTool_bins_SLG1120_bin.75,SLG658
k141_240574:41224-41237-41490-41503,106,18,0.15,56,13,0.19,SLG1120_DASTool_bins_SLG1120_bin.75,SLG657
k141_240574:41224-41237-41490-41503,44,22,0.33,20,13,0.39,SLG1120_DASTool_bins_SLG1120_bin.75,SLG653
k141_240574:41224-41237-41490-41503,8,6,0.43,7,6,0.46,SLG1120_DASTool_bins_SLG1120_bin.75,SLG888
k141_240574:41224-41237-41490-41503,40,14,0.26,20,8,0.29,SLG1120_DASTool_bins_SLG1120_bin.75,SLG530
k141_240574:41224-41237-41490-41503,18,20,0.53,12,10,0.45,SLG1120_DASTool_bins_SLG1120_bin.75,SLG441
k141_240574:41224-41237-41490-41503,4,44,0.92,1,26,0.96,SLG1120_DASTool_bins_SLG1120_bin.75,SLG442
k141_240574:41224-41237-41490-41503,28,24,0.46,17,13,0.43,SLG1120_DASTool_bins_SLG1120_bin.75,SLG777
k141_240574:41224-41237-41490-41503,36,18,0.33,21,11,0.34,SLG1120_DASTool_bins_SLG1120_bin.75,SLG937
k141_240574:41224-41237-41490-41503,26,24,0.48,17,12,0.41,SLG1120_DASTool_bins_SLG1120_bin.75,SLG991
k141_240574:41224-41237-41490-41503,0,14,1.0,0,7,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1009
k141_240574:41224-41237-41490-41503,8,58,0.88,6,34,0.85,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1104
k141_240574:41224-41237-41490-41503,14,14,0.5,9,9,0.5,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1102
k141_240574:41224-41237-41490-41503,0,6,1.0,0,6,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1132
k141_240574:41224-41237-41490-41503,24,6,0.2,10,6,0.38,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1120
k141_240574:41224-41237-41490-41503,44,76,0.63,27,49,0.64,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1122
k141_240574:41224-41237-41490-41503,6,18,0.75,4,11,0.73,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1123
k141_240574:41224-41237-41490-41503,36,30,0.45,21,15,0.42,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1121
k141_240574:41224-41237-41490-41503,0,12,1.0,0,7,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1155.554
k141_240574:41224-41237-41490-41503,36,16,0.31,25,8,0.24,SLG1120_DASTool_bins_SLG1120_bin.75,SLG529
k141_240574:41224-41237-41490-41503,0,14,1.0,0,6,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1157
k141_240574:41224-41237-41490-41503,36,6,0.14,19,4,0.17,SLG1120_DASTool_bins_SLG1120_bin.75,SLG193
k141_240574:41224-41237-41490-41503,72,14,0.16,44,8,0.15,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1171
k141_240574:41224-41237-41490-41503,36,68,0.65,22,46,0.68,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1205
k141_240574:41224-41237-41490-41503,10,54,0.84,8,34,0.81,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1216
k141_240574:41224-41237-41490-41503,20,108,0.84,9,62,0.87,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1215
k141_240574:41224-41237-41490-41503,6,12,0.67,3,7,0.7,SLG1120_DASTool_bins_SLG1120_bin.75,SLG191
k141_240574:41224-41237-41490-41503,22,8,0.27,14,5,0.26,SLG1120_DASTool_bins_SLG1120_bin.75,SLG221
k141_240574:41224-41237-41490-41503,26,14,0.35,13,7,0.35,SLG1120_DASTool_bins_SLG1120_bin.75,SLG422
k141_240574:41224-41237-41490-41503,10,16,0.62,4,9,0.69,SLG1120_DASTool_bins_SLG1120_bin.75,SLG220
k141_240574:41224-41237-41490-41503,14,18,0.56,8,8,0.5,SLG1120_DASTool_bins_SLG1120_bin.75,SLG443
k141_240574:41224-41237-41490-41503,2,10,0.83,2,5,0.71,SLG1120_DASTool_bins_SLG1120_bin.75,SLG328B
k141_240574:41224-41237-41490-41503,4,10,0.71,2,4,0.67,SLG1120_DASTool_bins_SLG1120_bin.75,SLG421
k141_240574:41224-41237-41490-41503,6,32,0.84,2,19,0.9,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1156
k141_240574:41224-41237-41490-41503,22,14,0.39,11,7,0.39,SLG1120_DASTool_bins_SLG1120_bin.75,SLG424
k141_240574:41224-41237-41490-41503,6,30,0.83,4,18,0.82,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1007
k141_240574:41224-41237-41490-41503,4,18,0.82,3,9,0.75,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1207
k141_240574:41224-41237-41490-41503,24,16,0.4,13,9,0.41,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1214
k141_240574:41224-41237-41490-41503,0,12,1.0,0,6,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG192
k141_24127:1441-1461-1550-1570,46,8,0.15,30,7,0.19,SLG191_DASTool_bins_89,SLG776
k141_24127:1441-1461-1550-1570,22,6,0.21,18,5,0.22,SLG191_DASTool_bins_89,SLG615
k141_24127:1441-1461-1550-1570,24,12,0.33,11,8,0.42,SLG191_DASTool_bins_89,SLG595
k141_24127:1441-1461-1550-1570,32,18,0.36,26,14,0.35,SLG191_DASTool_bins_89,SLG886
k141_243770:11527-11546-11901-11920,12,8,0.4,4,7,0.64,SLG658_DASTool_bins_82,SLG1102
k141_245208:20005-20033-20404-20432,4,12,0.75,1,9,0.9,SLG1122_DASTool_bins_78,SLG1122
k141_245208:20005-20033-20404-20432,14,8,0.36,9,4,0.31,SLG1122_DASTool_bins_78,SLG1123
k141_2506:87333-87358-87481-87506,30,8,0.21,18,5,0.22,SLG939_DASTool_bins_17,SLG940
k141_254892:89192-89206-89461-89475,0,10,1.0,0,5,1.0,SLG421_DASTool_bins_SLG421_bin.88,SLG889
k141_25524:215122-215135-215857-215870,30,30,0.5,16,18,0.53,SLG939_DASTool_bins_17,SLG940
k141_257590:41515-41544-41721-41750,4,12,0.75,4,10,0.71,SLG421_DASTool_bins_SLG421_bin.88,SLG1173
k141_25928:16096-16115-16268-16287,144,10,0.06,84,8,0.09,SLG654_DASTool_bins_35,SLG939
k141_262168:41957-41979-42255-42277,0,10,1.0,0,4,1.0,SLG1120_DASTool_bins_SLG1120_bin.75,SLG617
k141_262168:41957-41979-42255-42277,6,32,0.84,3,18,0.86,SLG1120_DASTool_bins_SLG1120_bin.75,SLG326B
k141_262168:41957-41979-42255-42277,2,8,0.8,1,4,0.8,SLG1120_DASTool_bins_SLG1120_bin.75,SLG421
k141_262168:41957-41979-42255-42277,26,34,0.57,15,25,0.62,SLG1120_DASTool_bins_SLG1120_bin.75,SLG422
k141_262168:41957-41979-42255-42277,8,16,0.67,1,10,0.91,SLG1120_DASTool_bins_SLG1120_bin.75,SLG709
k141_262168:41957-41979-42255-42277,18,58,0.76,10,32,0.76,SLG1120_DASTool_bins_SLG1120_bin.75,SLG889
k141_262168:41957-41979-42255-42277,12,18,0.6,7,10,0.59,SLG1120_DASTool_bins_SLG1120_bin.75,SLG222
k141_262168:41957-41979-42255-42277,32,20,0.38,18,10,0.36,SLG1120_DASTool_bins_SLG1120_bin.75,SLG653
k141_262168:41957-41979-42255-42277,2,8,0.8,1,4,0.8,SLG1120_DASTool_bins_SLG1120_bin.75,SLG191
k141_262168:41957-41979-42255-42277,62,74,0.54,34,40,0.54,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1215
k141_262168:41957-41979-42255-42277,4,52,0.93,2,27,0.93,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1216
k141_262168:41957-41979-42255-42277,20,20,0.5,14,10,0.42,SLG1120_DASTool_bins_SLG1120_bin.75,SLG991
k141_262168:41957-41979-42255-42277,38,22,0.37,21,13,0.38,SLG1120_DASTool_bins_SLG1120_bin.75,SLG424
k141_262168:41957-41979-42255-42277,4,48,0.92,2,34,0.94,SLG1120_DASTool_bins_SLG1120_bin.75,SLG711
k141_262168:41957-41979-42255-42277,28,26,0.48,7,18,0.72,SLG1120_DASTool_bins_SLG1120_bin.75,SLG776
k141_262168:41957-41979-42255-42277,8,22,0.73,4,10,0.71,SLG1120_DASTool_bins_SLG1120_bin.75,SLG992
k141_262168:41957-41979-42255-42277,22,14,0.39,13,8,0.38,SLG1120_DASTool_bins_SLG1120_bin.75,SLG595
k141_262168:41957-41979-42255-42277,22,12,0.35,13,6,0.32,SLG1120_DASTool_bins_SLG1120_bin.75,SLG658
k141_262168:41957-41979-42255-42277,2,10,0.83,1,8,0.89,SLG1120_DASTool_bins_SLG1120_bin.75,SLG614
k141_262168:41957-41979-42255-42277,4,48,0.92,1,29,0.97,SLG1120_DASTool_bins_SLG1120_bin.75,SLG777
k141_262168:41957-41979-42255-42277,2,20,0.91,1,12,0.92,SLG1120_DASTool_bins_SLG1120_bin.75,SLG593
k141_262168:41957-41979-42255-42277,94,24,0.2,51,11,0.18,SLG1120_DASTool_bins_SLG1120_bin.75,SLG939
k141_262168:41957-41979-42255-42277,12,22,0.65,6,15,0.71,SLG1120_DASTool_bins_SLG1120_bin.75,SLG530
k141_262168:41957-41979-42255-42277,16,60,0.79,10,37,0.79,SLG1120_DASTool_bins_SLG1120_bin.75,SLG657
k141_262168:41957-41979-42255-42277,6,28,0.82,3,15,0.83,SLG1120_DASTool_bins_SLG1120_bin.75,SLG441
k141_262168:41957-41979-42255-42277,22,18,0.45,14,10,0.42,SLG1120_DASTool_bins_SLG1120_bin.75,SLG937
k141_262168:41957-41979-42255-42277,18,46,0.72,10,25,0.71,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1205
k141_262168:41957-41979-42255-42277,2,28,0.93,1,17,0.94,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1214
k141_262168:41957-41979-42255-42277,54,8,0.13,30,5,0.14,SLG1120_DASTool_bins_SLG1120_bin.75,SLG938
k141_262168:41957-41979-42255-42277,16,12,0.43,8,5,0.38,SLG1120_DASTool_bins_SLG1120_bin.75,SLG529
k141_262168:41957-41979-42255-42277,42,6,0.12,22,5,0.19,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1173
k141_262168:41957-41979-42255-42277,4,26,0.87,3,15,0.83,SLG1120_DASTool_bins_SLG1120_bin.75,SLG779
k141_262168:41957-41979-42255-42277,44,10,0.19,25,6,0.19,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1156
k141_262168:41957-41979-42255-42277,14,8,0.36,7,5,0.42,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1206
k141_262168:41957-41979-42255-42277,12,8,0.4,5,7,0.58,SLG1120_DASTool_bins_SLG1120_bin.75,SLG1010
