MAG_ID	Species
MGYG000002549	Bacteroides caccae
MGYG000002551	Haemophilus_A paraphrohaemolyticus
MGYG000002552	Lachnospira sp000436535
MGYG000002553	UMGS1484 sp902388225
MGYG000002554	Streptococcus oralis_W
MGYG000002555	Megasphaera sp902388315
MGYG000002556	CAG-279 sp000437795
MGYG000002557	Collinsella sp902388345
MGYG000002558	Prevotella sp900540415
MGYG000002559	Lachnospira sp900551945
MGYG000002560	Phocaeicola sp902388365
MGYG000002561	Bacteroides sp902388495
MGYG000002562	Dialister sp900557365
MGYG000002563	Romboutsia timonensis
MGYG000002564	CAG-831 sp902388455
MGYG000002565	Veillonella_A magna
MGYG000002566	Collinsella sp900550835
MGYG000002567	CAG-485 sp900547755
MGYG000002568	Phocaeicola sp900542985
MGYG000002570	Ruminococcus_E sp003526955
MGYG000002571	UBA1234 sp900765095
MGYG000002572	CAG-354 sp900555085
MGYG000002573	Ruminococcus_C sp900545285
MGYG000002574	Fusobacterium_A ulcerans_A
MGYG000002578	CAG-977 sp900553035
MGYG000002579	Ligilactobacillus sp900765635
MGYG000002580	Lachnospira sp000436475
MGYG000002581	CAG-269 sp001916065
MGYG000002582	Succinivibrio sp900552905
MGYG000002583	CAG-492 sp000434015
MGYG000002584	Akkermansia sp900545155
MGYG000002586	CAG-145 sp002320005
MGYG000002587	Parabacteroides sp900760525
MGYG000002588	Lawsonibacter sp900766145
MGYG000002589	CAG-110 sp900540635
MGYG000002590	CAG-594 sp900766325
MGYG000002591	CAG-521 sp902388655
MGYG000002592	Alistipes sp902388705
MGYG000002593	Limosilactobacillus sp900557215
MGYG000002594	Streptococcus sanguinis_H
MGYG000002595	CAG-83 sp902388735
MGYG000002596	Mediterraneibacter sp900555215
MGYG000002597	Mobilibacterium timonense
MGYG000002599	Olsenella sp003862195
MGYG000002600	Eubacterium_T sp900766045
MGYG000002601	CAG-110 sp900549705
MGYG000002602	CAG-274 sp900545305
MGYG000002603	Prevotella sp900767615
MGYG000002605	UBA6984 sp003258725
MGYG000002607	CAG-878 sp000432255
MGYG000002608	CAG-485 sp900541835
MGYG000002609	CAG-882 sp003486385
MGYG000002612	CAG-83 sp003539495
MGYG000002616	CAG-495 sp001917125
MGYG000002617	Dysosmobacter sp900542115
MGYG000002619	Faecalibacterium prausnitzii_J
MGYG000002620	Desulfovibrio desulfuricans
MGYG000002621	Bacteroides ndongoniae
MGYG000002622	Phocaeicola sp900546095
MGYG000002625	Negativibacillus massiliensis
MGYG000002630	Veillonella sp900549805
MGYG000002631	Haemophilus_D sp900756875
MGYG000002633	TF01-11 sp003149875
MGYG000002634	Haemophilus_D parainfluenzae_K
MGYG000002635	Leptotrichia wadei_A
MGYG000002636	Prevotella veroralis
MGYG000002637	Prevotella jejuni
MGYG000002638	Lachnoanaerobaculum orale
MGYG000002639	Haemophilus sp002998595
MGYG000002640	Veillonella sp900757715
MGYG000002641	Faecalibacterium sp003449675
MGYG000002643	Turicimonas sp900542195
MGYG000002645	Veillonella dispar_A
MGYG000002648	UBA11549 sp900768185
MGYG000002649	CAAHEQ01 sp900772625
MGYG000002651	Faecalibacterium sp900772565
MGYG000002652	UBA4248 sp004554395
MGYG000002653	Prevotella sp002251295
MGYG000002655	RUG14107 sp900772685
MGYG000002656	F23-B02 sp900772725
MGYG000002658	Oribacterium sp900772695
MGYG000002660	UBA1174 sp900556855
MGYG000002661	Ruminiclostridium_E sp900556525
MGYG000002662	UBA3388 sp900546465
MGYG000002663	Prevotella sp900772835
MGYG000002664	UBA3388 sp900545215
MGYG000002665	Bruticola sp900772775
MGYG000002667	F23-B02 sp004556755
MGYG000002668	Prevotella sp900552965
MGYG000002670	Agathobacter sp900546625
MGYG000002671	Treponema_D sp002478955
MGYG000002672	UMGS911 sp003343545
MGYG000002673	UBA9475 sp900549885
MGYG000002676	QALR01 sp900552255
MGYG000002681	UMGS1975 sp900546685
MGYG000002682	Dysosmobacter sp900548505
MGYG000002684	UBA3818 sp900557155
MGYG000002688	Borkfalkia sp900557285
MGYG000002689	UMGS966 sp900547185
MGYG000002690	Collinsella sp900541745
MGYG000002693	Anaerobutyricum sp002161065
MGYG000002707	Flavonifractor sp900549795
MGYG000002709	UMGS1623 sp900553525
MGYG000002710	CAG-170 sp900549635
MGYG000002711	UMGS856 sp900546265
MGYG000002715	ER4 sp900317525
MGYG000002716	F23-B02 sp900556535
MGYG000002718	Butyricicoccus sp900547195
MGYG000002720	CAG-83 sp000435555
MGYG000002721	CAG-873 sp009775195
MGYG000002722	UBA1820 sp002314265
MGYG000002723	UMGS911 sp900545935
MGYG000002724	CAG-83 sp900549395
MGYG000002725	CAG-485 sp900554345
MGYG000002728	Collinsella sp900540985
MGYG000002729	Collinsella aerofaciens_F
MGYG000002733	Collinsella sp900549335
MGYG000002734	Collinsella sp900545165
MGYG000002736	UMGS403 sp900541565
MGYG000002737	Prevotella sp900553465
MGYG000002739	Collinsella sp900551605
MGYG000002744	Collinsella sp900544865
MGYG000002747	Collinsella sp900543025
MGYG000002751	Collinsella sp900551815
MGYG000002752	Collinsella sp900556605
MGYG000002755	Collinsella sp900541145
MGYG000002756	Blautia sp900765525
MGYG000002757	Collinsella sp900550595
MGYG000002762	CAG-485 sp900554845
MGYG000002763	Collinsella aerofaciens_J
MGYG000002764	Collinsella sp900555745
MGYG000002767	Collinsella sp900557455
MGYG000002768	UBA4636 sp900764595
MGYG000002770	Catenibacterium sp900764725
MGYG000002771	Eubacterium_R sp900764665
MGYG000002773	CAG-245 sp000435175
MGYG000002774	Schleiferilactobacillus harbinensis
MGYG000002775	Collinsella sp900540935
MGYG000002776	UMGS1766 sp900554855
MGYG000002777	Dialister sp900545785
MGYG000002778	Collinsella sp900542825
MGYG000002779	Holdemania sp900120005
MGYG000002780	Fournierella sp004558145
MGYG000002781	UMGS775 sp900545325
MGYG000002782	Olsenella_E sp900540955
MGYG000002783	Prevotellamassilia sp900541335
MGYG000002784	Porphyromonas sp900538385
MGYG000002786	UMGS268 sp900540175
MGYG000002787	Lactiplantibacillus pentosus
MGYG000002788	UMGS1004 sp900548845
MGYG000002789	Lapidilactobacillus dextrinicus
MGYG000002792	Dialister sp900547785
MGYG000002794	CAG-83 sp003487665
MGYG000002795	CAG-110 sp900548795
MGYG000002798	UMGS1663 sp900553405
MGYG000002799	UMGS1124 sp900548725
MGYG000002800	Megasphaera sp900540735
MGYG000002801	Parolsenella sp900549525
MGYG000002802	UBA1777 sp900546515
MGYG000002803	CAG-196 sp900549855
MGYG000002804	CAG-877 sp000433455
MGYG000002805	CAG-488 sp900539465
MGYG000002807	Eubacterium_R sp900539165
MGYG000002810	UMGS911 sp900546695
MGYG000002811	UMGS1994 sp900556975
MGYG000002812	CAG-628 sp900553835
MGYG000002813	Campylobacter_D sp900539255
MGYG000002814	UBA3631 sp900544605
MGYG000002815	Anaerococcus prevotii_A
MGYG000002816	Citrobacter braakii
MGYG000002817	Paenibacillus_B sp900539405
MGYG000002818	Tissierella sp002266425
MGYG000002819	Veillonella tobetsuensis
MGYG000002820	Negativicoccus sp900556745
MGYG000002821	Finegoldia magna_F
MGYG000002822	Streptococcus peroris
MGYG000002823	Enterobacter bugandensis
MGYG000002824	Collinsella sp900552705
MGYG000002825	Klebsiella_A indica
MGYG000002827	Phyllobacterium sp900539805
MGYG000002829	Enterocloster sp900551225
MGYG000002830	Veillonella sp900552715
MGYG000002831	CAG-349 sp003539515
MGYG000002832	Prevotella sp900548195
MGYG000002834	Prevotella sp900551985
MGYG000002835	Fusicatenibacter sp900543115
MGYG000002836	Anaerocolumna aminovalerica
MGYG000002837	Blautia_A sp900542045
MGYG000002838	Mediterraneibacter sp900541505
MGYG000002839	Granulicatella sp001058355
MGYG000002840	UMGS1872 sp900549475
MGYG000002841	UBA5446 sp900544765
MGYG000002844	Collinsella sp900542315
MGYG000002845	Lachnoclostridium_B sp900543315
MGYG000002846	Desulfovibrio sp900540515
MGYG000002847	Collinsella sp900554325
MGYG000002848	UMGS905 sp900540085
MGYG000002849	Collinsella sp900543515
MGYG000002850	Collinsella sp900544465
MGYG000002851	Collinsella sp900549655
MGYG000002852	Collinsella sp900543515
MGYG000002853	Collinsella sp900547025
MGYG000002854	Peptacetobacter sp900539645
MGYG000002855	Collinsella sp900545875
MGYG000002857	Hydrogeniiclostridium sp900550095
MGYG000002858	Collinsella sp900541725
MGYG000002859	Collinsella sp900541885
MGYG000002860	Collinsella sp900544205
MGYG000002861	Megasphaera sp900539295
MGYG000002863	Agathobaculum desmolans
MGYG000002864	Collinsella sp900550825
MGYG000002865	Collinsella sp900545745
MGYG000002866	Collinsella aerofaciens_F
MGYG000002867	Alistipes sp900552955
MGYG000002868	CAG-279 sp900556245
MGYG000002869	Collinsella sp900549535
MGYG000002870	CAG-605 sp900545005
MGYG000002871	Collinsella sp900555815
MGYG000002872	UMGS874 sp900546315
MGYG000002873	CAG-495 sp900538765
MGYG000002874	UBA1777 sp002320035
MGYG000002875	CAG-873 sp900541865
MGYG000002876	CAG-145 sp000435715
MGYG000002877	Prevotella sp900550365
MGYG000002878	RC9 sp900546395
MGYG000002880	Ruminococcus_D sp900539835
MGYG000002882	CAG-83 sp000435975
MGYG000002883	UMGS1477 sp900553845
MGYG000002884	UMGS951 sp900547155
MGYG000002885	Pseudomonas_E juntendi
MGYG000002886	Stenotrophomonas maltophilia
MGYG000002887	Anaerococcus sp900550345
MGYG000002888	Corynebacterium kroppenstedtii_A
MGYG000002889	Pantoea sp002920175
MGYG000002890	Streptococcus oralis
MGYG000002891	Streptococcus sp900546335
MGYG000002892	Anaerococcus prevotii
MGYG000002893	Haemophilus_D parainfluenzae_N
MGYG000002894	Winkia sp002849225
MGYG000002895	Lawsonella clevelandensis
MGYG000002897	Varibaculum cambriense
MGYG000002898	Haemophilus_D pittmaniae
MGYG000002899	Varibaculum cambriense_B
MGYG000002900	Actinomyces urogenitalis
MGYG000002903	Negativicoccus succinicivorans
MGYG000002904	Phytobacter diazotrophicus
MGYG000002905	CAG-279 sp900541935
MGYG000002907	Anaerosporomusa sp900542835
MGYG000002908	Lancefieldella parvula
MGYG000002910	Slackia exigua
MGYG000002911	Collinsella sp900541045
MGYG000002912	UBA10677 sp900543755
MGYG000002913	UMGS1052 sp900548115
MGYG000002914	Parolsenella sp900552935
MGYG000002915	Collinsella sp900548075
MGYG000002916	Collinsella sp900545055
MGYG000002917	Collinsella sp900544725
MGYG000002918	Collinsella sp900547765
MGYG000002919	Collinsella sp900541065
MGYG000002920	CAG-485 sp900550645
MGYG000002922	RC9 sp900541925
MGYG000002923	Collinsella sp900547805
MGYG000002924	UMGS124 sp900539345
MGYG000002925	CAG-877 sp900548695
MGYG000002926	CAG-83 sp000431575
MGYG000002927	Collinsella sp900554585
MGYG000002928	Collinsella sp900554645
MGYG000002929	Collinsella sp900541015
MGYG000002930	Prevotellamassilia sp900540885
MGYG000002932	Collinsella sp900541055
MGYG000002933	Phocaeicola sp900540105
MGYG000002934	Caproiciproducens sp900546895
MGYG000002935	Phocaeicola sp002161765
MGYG000002936	Collinsella sp900547505
MGYG000002937	Sporolactobacillus sp900543345
MGYG000002938	Clostridium_B sp902809985
MGYG000002939	Enterococcus_A sp002140655
MGYG000002940	Parascardovia denticolens
MGYG000002941	Actinomyces graevenitzii
MGYG000002942	TM7x sp900555885
MGYG000002943	Actinomyces oris
MGYG000002944	Marseille-P3106 sp900543935
MGYG000002945	Bariatricus massiliensis
MGYG000002946	Enterocloster sp900555905
MGYG000002947	Collinsella sp900539735
MGYG000002948	Collinsella sp900541035
MGYG000002949	UMGS1251 sp900549995
MGYG000002950.1	Leptotrichia wadei
MGYG000002951	UMGS1907 sp900555945
MGYG000002952	Bulleidia sp900554555
MGYG000002953	UMGS1202 sp900549565
MGYG000002954	UBA1191 sp900543485
MGYG000002955	Desulfovibrio sp900319575
MGYG000002956	Lactobacillus kalixensis
MGYG000002957	Ellagibacter sp900554945
MGYG000002958	Collinsella sp900541795
MGYG000002959	Peptoniphilus_A lacydonensis
MGYG000002960	Prevotella sp900555035
MGYG000002961	Collinsella sp900542275
MGYG000002962	Clostridium sp900543325
MGYG000002963	Anaerosporobacter mobilis
MGYG000002964	Oscillibacter ruminantium
MGYG000002965	UMGS599 sp900543705
MGYG000002966	Blautia_A sp900551075
MGYG000002967	Enterococcus_A pallens
MGYG000002968	Collinsella sp900546455
MGYG000002969	Succiniclasticum sp900544275
MGYG000002970	Collinsella sp900552755
MGYG000002971	Collinsella sp900541715
MGYG000002972	Fannyhessea vaginae
MGYG000002974	Frisingicoccus caecimuris
MGYG000002975	UBA1191 sp900542385
MGYG000002976	TM7x sp900555425
MGYG000002977	Bifidobacterium vaginale_F
MGYG000002978	Collinsella sp900548515
MGYG000002980	UBA1691 sp002320555
MGYG000002981	Collinsella aerofaciens_F
MGYG000002982	Streptococcus rubneri
MGYG000002983	Gemella sp900555985
MGYG000002984	UBA737 sp900554525
MGYG000002985	Blautia_A sp900551715
MGYG000002986	Gemella sanguinis
MGYG000002987	TM7x sp900555265
MGYG000002988	Pauljensenia sp900556405
MGYG000002989	Marvinbryantia sp900544685
MGYG000002990	Allisonella histaminiformans
MGYG000002991	Collinsella sp900542305
MGYG000002992	Dorea_A sp900550865
MGYG000002993	CAG-170 sp000432135
MGYG000002994	Megasphaera sp002319965
MGYG000002995	Enterocloster sp900555045
MGYG000002996	Desulfovibrio sp900546145
MGYG000002997	Lactococcus_A piscium_C
MGYG000002998	Lancefieldella sp000564995
MGYG000002999	Rothia dentocariosa
MGYG000003000	Rothia aeria
MGYG000003001	Stomatobaculum longum
MGYG000003002	Streptococcus sanguinis_H
MGYG000003003	CAG-1427 sp900539675
MGYG000003004	Anaeromassilibacillus sp001305115
MGYG000003006	Collinsella sp900551365
MGYG000003007	Collinsella sp900541025
MGYG000003008	TM7x sp900555675
MGYG000003009	Oribacterium sinus
MGYG000003010	Granulicatella sp900551535
MGYG000003011	Collinsella sp900545605
MGYG000003012	Blautia_A sp900540785
MGYG000003013	Oribacterium sinus
MGYG000003014	Actinomyces graevenitzii
MGYG000003016	Salinicola tamaricis
MGYG000003017	Duodenibacillus sp900538905
MGYG000003018	Alistipes_A sp900549685
MGYG000003019	Alistipes sp900553175
MGYG000003020	Collinsella sp900554985
MGYG000003022	Parasutterella sp000980495
MGYG000003023	Parasutterella sp900554375
MGYG000003024	Collinsella sp900545835
MGYG000003025	Collinsella sp900548565
MGYG000003026	Collinsella sp900549195
MGYG000003027	Collinsella sp900550595
MGYG000003028	Collinsella sp900551655
MGYG000003029	Collinsella sp900543615
MGYG000003030	Collinsella sp900549455
MGYG000003031	Collinsella sp900545995
MGYG000003032	Collinsella sp900543605
MGYG000003033	Collinsella sp900549185
MGYG000003034	Collinsella sp900554495
MGYG000003035	CAG-485 sp900542185
MGYG000003036	Collinsella sp900542555
MGYG000003037	Collinsella sp900541145
MGYG000003038	Collinsella sp900554465
MGYG000003039	Collinsella sp900552385
MGYG000003040	Collinsella sp900556705
MGYG000003041	Collinsella sp900544235
MGYG000003042	Gemmiger sp900545545
MGYG000003043	Collinsella sp900541145
MGYG000003044	Collinsella sp900541135
MGYG000003046	Collinsella sp900754525
MGYG000003047	Collinsella sp900553705
MGYG000003048	Collinsella sp900541745
MGYG000003051	Collinsella sp900542965
MGYG000003052	Collinsella sp900541145
MGYG000003054	Eubacterium_R sp900547915
MGYG000003055	UMGS1071 sp900548305
MGYG000003056	Fusobacterium_A sp900543175
MGYG000003057	CAG-110 sp900554625
MGYG000003058	UBA7001 sp900553685
MGYG000003059	CAG-180 sp900545625
MGYG000003062	Collinsella sp900550185
MGYG000003063	Eisenbergiella sp900544445
MGYG000003064	Bacteroides graminisolvens
MGYG000003065	Ruminococcus_B sp900544395
MGYG000003066	Collinsella sp900542165
MGYG000003068	UMGS1388 sp900551345
MGYG000003069	Bifidobacterium gallinarum
MGYG000003070	QALR01 sp900542425
MGYG000003072	Paenibacillus amylolyticus
MGYG000003073	Collinsella sp002232035
MGYG000003074	Clostridium_Q sp000435655
MGYG000003075	Collinsella sp900541205
MGYG000003077	CAG-196 sp002102975
MGYG000003078	Collinsella sp900550815
MGYG000003079	Collinsella sp900539035
MGYG000003081	Collinsella sp900547125
MGYG000003083	Collinsella sp900541875
MGYG000003084	CAG-724 sp900551005
MGYG000003086	CAG-269 sp900554365
MGYG000003087	Merdibacter sp900543035
MGYG000003090	CAG-988 sp003149915
MGYG000003091	Parabacteroides sp900547435
MGYG000003093	Collinsella sp900544845
MGYG000003094	Phocaeicola barnesiae
MGYG000003095	CAG-460 sp900546715
MGYG000003096	Collinsella sp900552155
MGYG000003097	Phocaeicola sp000436795
MGYG000003099	Barnesiella sp900538555
MGYG000003100	UMGS946 sp900547135
MGYG000003104	UMGS1601 sp900545345
MGYG000003107	Collinsella sp900541245
MGYG000003110	UMGS1933 sp900556455
MGYG000003111	UBA11517 sp900551855
MGYG000003113	Pauljensenia sp001838165
MGYG000003114	Clostridium sp900547475
MGYG000003115	Franconibacter helveticus
MGYG000003116	Clostridium_F tepidum
MGYG000003117	Peptoniphilus_A harei
MGYG000003118	Haemophilus_D parainfluenzae_J
MGYG000003119	Capnocytophaga ochracea
MGYG000003120	Alloscardovia omnicolens
MGYG000003121	Gemella sp002871655
MGYG000003122	Collinsella sp900541235
MGYG000003123	Chimaeribacter coloradensis
MGYG000003124	Rothia mucilaginosa_A
MGYG000003125	Corynebacterium kefirresidentii
MGYG000003126	Haemophilus_D parainfluenzae
MGYG000003127	Pantoea eucalypti
MGYG000003128	Corynebacterium simulans
MGYG000003129	Anaerococcus octavius
MGYG000003130	Winkia neuii
MGYG000003131	UMGS1260 sp900550105
MGYG000003132	Dysgonomonas sp900556485
MGYG000003133	Niallia sp900199695
MGYG000003134	Streptococcus mitis_BB
MGYG000003135	Cutibacterium granulosum
MGYG000003137	Bradyrhizobium sp000015165
MGYG000003138	Streptococcus pseudopneumoniae_O
MGYG000003139	Clostridium_G cochlearium
MGYG000003140	Pauljensenia sp000758755
MGYG000003142	Clostridium_J sp900547625
MGYG000003143	Clostridium_J sp900548455
MGYG000003144	Aeromonas rivipollensis
MGYG000003145	UMGS822 sp900545825
MGYG000003146	Streptococcus oralis_S
MGYG000003147	Robinsoniella sp900555455
MGYG000003148	Faecalimonas sp900551895
MGYG000003149	UBA4285 sp900542465
MGYG000003150	Peptoniphilus_A sp900538655
MGYG000003152	Prevotella denticola
MGYG000003153	RUG420 sp900542575
MGYG000003154	UMGS1490 sp900548185
MGYG000003155	CAG-495 sp900551585
MGYG000003156	Eubacterium_R sp900544515
MGYG000003157	Collinsella sp900556515
MGYG000003158	CAG-485 sp000437495
MGYG000003159	Collinsella sp900556285
MGYG000003160	UMGS1858 sp900555705
MGYG000003161	Eubacterium_R sp900540305
MGYG000003163	Phocaeicola sp900546645
MGYG000003164	CAG-485 sp002361235
MGYG000003165	Coprococcus sp900548315
MGYG000003166	Faecalibacterium sp900539885
MGYG000003168	Collinsella sp900552295
MGYG000003169	UMGS1688 sp900544575
MGYG000003170	Sutterella sp900764215
MGYG000003171	CAG-180 sp900540295
MGYG000003172	CAG-485 sp900555915
MGYG000003173	Collinsella sp900541185
MGYG000003174	Collinsella sp900542125
MGYG000003176	UMGS905 sp900546735
MGYG000003177	Amulumruptor sp900539915
MGYG000003178	Klebsiella quasivariicola
MGYG000003179	UMGS1004 sp900547645
MGYG000003180	Collinsella sp900544065
MGYG000003181	Collinsella sp900545905
MGYG000003182	UMGS2069 sp900557695
MGYG000003183	Collinsella sp900541195
MGYG000003184	Mixta calida
MGYG000003185	Peptococcus niger
MGYG000003186	Gleimia europaea_A
MGYG000003187	Leclercia adecarboxylata_C
MGYG000003188	Veillonella dispar
MGYG000003189	Haemophilus_D parainfluenzae_M
MGYG000003190	Veillonella rogosae
MGYG000003191	Collinsella sp900547285
MGYG000003192	UBA5416 sp900539175
MGYG000003193	CAG-831 sp900544175
MGYG000003194	Paramuribaculum sp900546365
MGYG000003195	Anaerococcus sp900541365
MGYG000003196	Corynebacterium sp900539985
MGYG000003197	F0422 sp003999875
MGYG000003198	Paramuribaculum sp900759835
MGYG000003199	HGM05190 sp900759815
MGYG000003200	CAG-873 sp900759845
MGYG000003201	CAG-873 sp900759825
MGYG000003202	UBA3263 sp900759865
MGYG000003203	Butyricimonas sp900759925
MGYG000003204	HGM05232 sp900759955
MGYG000003205	CAG-312 sp900760055
MGYG000003208	Pseudomonas_E extremaustralis
MGYG000003209	Collinsella sp900760215
MGYG000003210	BX12 sp014333425
MGYG000003213	Collinsella sp900760245
MGYG000003214	NSJ-32 sp014384895
MGYG000003215	1XD42-69 sp014287635
MGYG000003216	UBA10677 sp900760475
MGYG000003217	CAG-267 sp001917135
MGYG000003218	HGM13862 sp900760825
MGYG000003219	HGM12657 sp900760575
MGYG000003220	HGM12957 sp900760695
MGYG000003221	OM05-12 sp900760755
MGYG000003222	CAG-582 sp900760845
MGYG000003223	CAG-485 sp900760885
MGYG000003224	SFFH01 sp900542445
MGYG000003225	Collinsella sp900760905
MGYG000003226	QALS01 sp900552625
MGYG000003228	Collinsella sp900761085
MGYG000003229	Collinsella sp900761035
MGYG000003230	CAG-313 sp900539265
MGYG000003231	Collinsella sp900761145
MGYG000003233	Sodaliphilus pleomorphus
MGYG000003234	Collinsella sp900761155
MGYG000003236	UMGS1397 sp900761355
MGYG000003237	Victivallis sp002998355
MGYG000003238	UBA1375 sp002305795
MGYG000003239	Coprococcus sp900761435
MGYG000003240	Butyricimonas sp900761485
MGYG000003241	Eubacterium_R sp900761545
MGYG000003242	Prevotellamassilia sp000437675
MGYG000003243	UMGS1279 sp900761625
MGYG000003244	Collinsella sp900761615
MGYG000003245	Mediterraneibacter sp900761655
MGYG000003246	Borkfalkia sp900761665
MGYG000003247	Borkfalkia sp900761675
MGYG000003248	UMGS1004 sp900761685
MGYG000003249	Victivallis sp900761715
MGYG000003250	UMGS1880 sp900761765
MGYG000003251	Porphyromonas_A sp001808555
MGYG000003252	Bacteroides sp900761785
MGYG000003253	HGM11417 sp900761895
MGYG000003255	Muribaculum sp002473395
MGYG000003257	CAG-631 sp000433015
MGYG000003258	HGM11386 sp900761915
MGYG000003259	HGM14224 sp900761905
MGYG000003260	Collinsella sp900761945
MGYG000003261	Collinsella sp900761995
MGYG000003263	CAG-110 sp900762005
MGYG000003266	Collinsella sp900762015
MGYG000003268	Prevotella sp900762125
MGYG000003269	CAG-110 sp900762245
MGYG000003274	Collinsella sp900762355
MGYG000003275	Collinsella sp900762325
MGYG000003276	Collinsella sp900762345
MGYG000003277	Duncaniella sp900762315
MGYG000003278	UMGS1487 sp900552225
MGYG000003279	Alistipes sp900541585
MGYG000003280	CAG-269 sp900762425
MGYG000003282	Coprobacter sp900545915
MGYG000003283	51-20 sp900762565
MGYG000003284	CAG-269 sp900555615
MGYG000003285	CAG-495 sp900762585
MGYG000003287	Prevotella melaninogenica
MGYG000003288	Duodenibacillus sp900544255
MGYG000003290	CAG-475 sp900763875
MGYG000003291	Faecalibacterium prausnitzii_M
MGYG000003292	UBA7642 sp900763245
MGYG000003293	CAG-110 sp900544405
MGYG000003295	CAG-312 sp002437405
MGYG000003298	Parolsenella catena
MGYG000003300	Porphyromonas gingivalis
MGYG000003302	UBA733 sp900539595
MGYG000003303	Senegalimassilia sp900550055
MGYG000003306	CAG-448 sp003150135
MGYG000003307	UBA1227 sp900545655
MGYG000003309	Lawsonibacter sp900763995
MGYG000003310	UBA10281 sp900764105
MGYG000003311	Angelakisella sp004557855
MGYG000003312	Bacteroides sp900547205
MGYG000003313	QAMM01 sp900552945
MGYG000003314	Actinobaculum massiliense
MGYG000003317	Lentilactobacillus buchneri
MGYG000003318	Duodenibacillus massiliensis
MGYG000003320	Catenibacterium sp900764565
MGYG000003326	Blautia sp900541955
MGYG000003327	Lawsonibacter sp900764755
MGYG000003329	Veillonella sp900550455
MGYG000003330	Campylobacter_A concisus_Q
MGYG000003332	Prevotella sp900550035
MGYG000003334	Lactobacillus gallinarum
MGYG000003335	GCA-900066135 sp900543575
MGYG000003337	Ruminococcus_C sp900765125
MGYG000003339	Collinsella sp900765115
MGYG000003341	Collinsella sp900765185
MGYG000003343	Veillonella_A sp900765165
MGYG000003344	Dialister sp900538805
MGYG000003345	Veillonella sp900765235
MGYG000003346	Prevotella sp900554545
MGYG000003347	Prevotella sp900765465
MGYG000003348	Dialister sp900765565
MGYG000003351	Bacteroides sp900765785
MGYG000003352	Parasutterella sp900766055
MGYG000003353	Prevotella corporis
MGYG000003355	Lachnoclostridium phytofermentans_A
MGYG000003357	Streptococcus alactolyticus
MGYG000003358	Kluyvera ascorbata
MGYG000003359	Paenibacillus_A sp900766135
MGYG000003360	Enterobacter_D kobei_A
MGYG000003361	Collinsella sp900556495
MGYG000003362	Dysgonomonas sp900079735
MGYG000003363	Bacteroides sp900766195
MGYG000003364	Collinsella sp900766165
MGYG000003365.1	Pseudescherichia sp002298805
MGYG000003366	Johnsonella sp900766185
MGYG000003367	Bacteroides sp007896885
MGYG000003368	Finegoldia sp900766215
MGYG000003369	Anaerococcus sp900258475
MGYG000003370	Streptococcus mitis_AC
MGYG000003372	Citrobacter werkmanii
MGYG000003373	Lancefieldella sp000564995
MGYG000003374	Prevotella bivia
MGYG000003375	Corynebacterium striatum
MGYG000003376	Sneathia sanguinegens
MGYG000003377	Phytobacter sp002377245
MGYG000003378	Chimaeribacter arupi
MGYG000003379	Pantoea anthophila
MGYG000003380	Corynebacterium aurimucosum_E
MGYG000003381	Lachnoanaerobaculum sp000296385
MGYG000003382	Pantoea agglomerans
MGYG000003383	Bifidobacterium scardovii
MGYG000003385.1	Ureaplasma parvum
MGYG000003386	Pantoea brenneri
MGYG000003387	Pseudomonas_R sp900766265
MGYG000003388	Neisseria subflava_C
MGYG000003390	Pseudescherichia vulneris
MGYG000003391	Gemella sp900766305
MGYG000003392	Streptococcus mitis
MGYG000003393	Pantoea ananatis
MGYG000003394	Haemophilus influenzae
MGYG000003395	Superficieibacter sp900766525
MGYG000003396	Clostridium sp900766315
MGYG000003397.1	F0422 sp900766245
MGYG000003398.1	HGM08974 sp900766555
MGYG000003399	Serratia ureilytica
MGYG000003400	Stenotrophomonas sp003028475
MGYG000003401	Staphylococcus capitis
MGYG000003402	Paenibacillus lactis
MGYG000003403	Stenotrophomonas maltophilia_AM
MGYG000003404	Lactococcus hircilactis
MGYG000003405	Leuconostoc citreum
MGYG000003406	Veillonella sp009929605
MGYG000003407	Metamycoplasma hominis
MGYG000003408	UBA11517 sp900753315
MGYG000003409	CAG-110 sp900544945
MGYG000003410	UBA10281 sp900554485
MGYG000003411	CAG-568 sp000434395
MGYG000003412	HGM12789 sp900766585
MGYG000003413	Akkermansia sp900766865
MGYG000003414	Acinetobacter sp900766635
MGYG000003415	Alistipes sp900766655
MGYG000003417	Firm-11 sp004556545
MGYG000003419	RF16 sp900766775
MGYG000003420	UBA4372 sp900766785
MGYG000003421	CAG-115 sp900766795
MGYG000003422	UBA1712 sp900766815
MGYG000003423	W3P20-009 sp900766825
MGYG000003424	SFTJ01 sp004557385
MGYG000003425	CAG-127 sp900766925
MGYG000003427	HGM12587 sp900766915
MGYG000003428	CAG-180 sp900766945
MGYG000003429	CAG-873 sp004552725
MGYG000003430	Eubacterium_R sp900766895
MGYG000003432	UBA6857 sp900767015
MGYG000003433	CAG-485 sp900766975
MGYG000003436	HGM20899 sp900767005
MGYG000003437	Eubacterium_R sp900767025
MGYG000003440	Anaerobiospirillum succiniciproducens
MGYG000003443	UBA1067 sp900767325
MGYG000003445	RC9 sp900767375
MGYG000003446	HGM05398 sp900767385
MGYG000003448	RC9 sp900767405
MGYG000003449	CAG-312 sp002405555
MGYG000003450	UBA1740 sp900767415
