	ID	inverton_number	group
2801	MGYG000002972	484	1
2802	MGYG000002974	620	2
2803	MGYG000002975	474	1
2804	MGYG000002976	171	1
2805	MGYG000002977	519	1
2806	MGYG000002978	893	3
2807	MGYG000002980	761	2
2808	MGYG000002981	936	3
2809	MGYG000002982	286	1
2810	MGYG000002983	366	1
2811	MGYG000002984	571	1
2812	MGYG000002985	887	3
2813	MGYG000002986	495	1
2814	MGYG000002987	203	1
2815	MGYG000002988	1055	4
2816	MGYG000002989	877	3
2817	MGYG000002990	450	1
2818	MGYG000002991	910	3
2819	MGYG000002992	677	2
2820	MGYG000002994	783	2
2821	MGYG000002995	1576	4
2822	MGYG000002996	966	3
2823	MGYG000002997	484	1
2824	MGYG000002998	400	1
2825	MGYG000002999	254	1
2826	MGYG000003000	533	1
2827	MGYG000003001	753	2
2828	MGYG000003002	489	1
2829	MGYG000003003	528	1
2830	MGYG000003004	816	2
2831	MGYG000003005	978	3
2832	MGYG000003006	735	2
2833	MGYG000003007	958	3
2834	MGYG000003008	194	1
2835	MGYG000003009	502	1
2836	MGYG000003010	394	1
2837	MGYG000003011	935	3
2838	MGYG000003012	1081	4
2839	MGYG000003013	1028	3
2840	MGYG000003014	628	2
2841	MGYG000003015	679	2
2842	MGYG000003016	2357	4
2843	MGYG000003017	756	2
2844	MGYG000003018	1045	4
2845	MGYG000003020	602	1
2846	MGYG000003021	220	1
2847	MGYG000003022	743	2
2848	MGYG000003023	545	1
2849	MGYG000003024	864	3
2850	MGYG000003025	823	2
2851	MGYG000003026	776	2
2852	MGYG000003027	691	2
2853	MGYG000003028	802	2
2854	MGYG000003029	833	3
2855	MGYG000003030	874	3
2856	MGYG000003031	807	2
2857	MGYG000003032	837	3
2858	MGYG000003033	852	3
2859	MGYG000003034	807	2
2860	MGYG000003035	1147	4
2861	MGYG000003036	897	3
2862	MGYG000003037	907	3
2863	MGYG000003038	674	2
2864	MGYG000003039	816	2
2865	MGYG000003040	558	1
2866	MGYG000003041	913	3
2867	MGYG000003042	1010	3
2868	MGYG000003043	823	2
2869	MGYG000003044	906	3
2870	MGYG000003045	799	2
2871	MGYG000003046	892	3
2872	MGYG000003047	721	2
2873	MGYG000003048	751	2
2874	MGYG000003050	627	2
2875	MGYG000003051	872	3
2876	MGYG000003052	985	3
2877	MGYG000003053	923	3
2878	MGYG000003054	519	1
2879	MGYG000003055	575	1
2880	MGYG000003056	810	2
2881	MGYG000003057	715	2
2882	MGYG000003058	503	1
2883	MGYG000003059	800	2
2884	MGYG000003060	567	1
2885	MGYG000003061	561	1
2886	MGYG000003062	942	3
2887	MGYG000003063	1565	4
2888	MGYG000003064	1055	4
2889	MGYG000003065	782	2
2890	MGYG000003066	929	3
2891	MGYG000003067	713	2
2892	MGYG000003068	510	1
2893	MGYG000003069	1129	4
2894	MGYG000003070	630	2
2895	MGYG000003071	381	1
2896	MGYG000003072	2004	4
2897	MGYG000003073	819	2
2898	MGYG000003074	813	2
2899	MGYG000003075	936	3
2900	MGYG000003076	828	2
2901	MGYG000003077	846	3
2902	MGYG000003078	814	2
2903	MGYG000003079	924	3
2904	MGYG000003081	880	3
2905	MGYG000003083	913	3
2906	MGYG000003084	721	2
2907	MGYG000003086	379	1
2908	MGYG000003087	1054	4
2909	MGYG000003090	550	1
2910	MGYG000003091	1031	3
2911	MGYG000003093	905	3
2912	MGYG000003094	935	3
2913	MGYG000003095	492	1
2914	MGYG000003096	822	2
2915	MGYG000003097	1216	4
2916	MGYG000003099	1098	4
2917	MGYG000003100	553	1
2918	MGYG000003104	733	2
2919	MGYG000003107	925	3
2920	MGYG000003108	720	2
2921	MGYG000003109	481	1
2922	MGYG000003110	235	1
2923	MGYG000003111	441	1
2924	MGYG000003112	468	1
2925	MGYG000003113	1251	4
2926	MGYG000003114	1082	4
2927	MGYG000003116	703	2
2928	MGYG000003117	506	1
2929	MGYG000003118	746	2
2930	MGYG000003119	739	2
2931	MGYG000003120	510	1
2932	MGYG000003121	515	1
2933	MGYG000003122	955	3
2934	MGYG000003123	1880	4
2935	MGYG000003124	634	2
2936	MGYG000003125	935	3
2937	MGYG000003126	687	2
2938	MGYG000003127	979	3
2939	MGYG000003128	735	2
2940	MGYG000003129	529	1
2941	MGYG000003130	420	1
2942	MGYG000003131	982	3
2943	MGYG000003132	1037	4
2944	MGYG000003133	1396	4
2945	MGYG000003134	577	1
2946	MGYG000003135	1221	4
2947	MGYG000003136	494	1
2948	MGYG000003137	5222	4
2949	MGYG000003138	496	1
2950	MGYG000003139	716	2
2951	MGYG000003140	652	2
2952	MGYG000003142	1211	4
2953	MGYG000003143	1281	4
2954	MGYG000003144	2200	4
2955	MGYG000003145	1442	4
2956	MGYG000003146	553	1
2957	MGYG000003147	1613	4
2958	MGYG000003148	555	1
2959	MGYG000003149	438	1
2960	MGYG000003150	508	1
2961	MGYG000003152	1034	4
2962	MGYG000003153	710	2
2963	MGYG000003154	1051	4
2964	MGYG000003155	611	1
2965	MGYG000003156	634	2
2966	MGYG000003157	710	2
2967	MGYG000003158	762	2
2968	MGYG000003159	696	2
2969	MGYG000003160	714	2
2970	MGYG000003161	670	2
2971	MGYG000003162	408	1
2972	MGYG000003163	809	2
2973	MGYG000003164	974	3
2974	MGYG000003165	628	2
2975	MGYG000003166	1002	3
2976	MGYG000003167	550	1
2977	MGYG000003168	732	2
2978	MGYG000003169	652	2
2979	MGYG000003170	965	3
2980	MGYG000003171	766	2
2981	MGYG000003172	558	1
2982	MGYG000003173	843	3
2983	MGYG000003174	950	3
2984	MGYG000003175	490	1
2985	MGYG000003176	745	2
2986	MGYG000003177	735	2
2987	MGYG000003178	1228	4
2988	MGYG000003179	663	2
2989	MGYG000003180	895	3
2990	MGYG000003181	760	2
2991	MGYG000003182	365	1
2992	MGYG000003183	892	3
2993	MGYG000003184	2151	4
2994	MGYG000003185	592	1
2995	MGYG000003186	573	1
2996	MGYG000003187	1918	4
2997	MGYG000003188	569	1
2998	MGYG000003189	803	2
2999	MGYG000003190	561	1
3000	MGYG000003191	796	2
3001	MGYG000003192	1300	4
3002	MGYG000003193	823	2
3003	MGYG000003194	630	2
3004	MGYG000003195	555	1
3005	MGYG000003196	897	3
3006	MGYG000003197	529	1
3007	MGYG000003198	851	3
3008	MGYG000003199	882	3
3009	MGYG000003200	941	3
3010	MGYG000003201	979	3
3011	MGYG000003202	864	3
3012	MGYG000003203	1594	4
3013	MGYG000003204	825	2
3014	MGYG000003205	1374	4
3015	MGYG000003206	737	2
3016	MGYG000003207	568	1
3017	MGYG000003208	3166	4
3018	MGYG000003209	861	3
3019	MGYG000003210	584	1
3020	MGYG000003211	791	2
3021	MGYG000003212	563	1
3022	MGYG000003213	871	3
3023	MGYG000003214	1819	4
3024	MGYG000003215	862	3
3025	MGYG000003216	773	2
3026	MGYG000003217	693	2
3027	MGYG000003218	598	1
3028	MGYG000003219	622	2
3029	MGYG000003220	599	1
3030	MGYG000003221	1184	4
3031	MGYG000003222	418	1
3032	MGYG000003223	759	2
3033	MGYG000003224	1180	4
3034	MGYG000003225	912	3
3035	MGYG000003226	1282	4
3036	MGYG000003228	882	3
3037	MGYG000003229	776	2
3038	MGYG000003230	630	2
3039	MGYG000003231	913	3
3040	MGYG000003233	1167	4
3041	MGYG000003234	934	3
3042	MGYG000003235	337	1
3043	MGYG000003236	1218	4
3044	MGYG000003237	2591	4
3045	MGYG000003238	554	1
3046	MGYG000003239	913	3
3047	MGYG000003240	1089	4
3048	MGYG000003241	766	2
3049	MGYG000003242	804	2
3050	MGYG000003243	726	2
3051	MGYG000003244	785	2
3052	MGYG000003245	653	2
3053	MGYG000003246	737	2
3054	MGYG000003247	715	2
3055	MGYG000003248	820	2
3056	MGYG000003249	1312	4
3057	MGYG000003250	631	2
3058	MGYG000003251	705	2
3059	MGYG000003252	2606	4
3060	MGYG000003253	872	3
3061	MGYG000003254	747	2
3062	MGYG000003255	611	1
3063	MGYG000003256	759	2
3064	MGYG000003257	492	1
3065	MGYG000003258	891	3
3066	MGYG000003259	616	1
3067	MGYG000003260	679	2
3068	MGYG000003261	949	3
3069	MGYG000003262	750	2
3070	MGYG000003263	888	3
3071	MGYG000003264	719	2
3072	MGYG000003266	926	3
3073	MGYG000003267	1104	4
3074	MGYG000003268	1000	3
3075	MGYG000003269	729	2
3076	MGYG000003270	638	2
3077	MGYG000003271	365	1
3078	MGYG000003273	445	1
3079	MGYG000003274	950	3
3080	MGYG000003275	932	3
3081	MGYG000003276	915	3
3082	MGYG000003277	1307	4
3083	MGYG000003278	839	3
3084	MGYG000003279	1364	4
3085	MGYG000003280	386	1
3086	MGYG000003282	1061	4
3087	MGYG000003283	558	1
3088	MGYG000003284	507	1
3089	MGYG000003285	557	1
3090	MGYG000003287	1096	4
3091	MGYG000003288	851	3
3092	MGYG000003289	456	1
3093	MGYG000003290	649	2
3094	MGYG000003291	980	3
3095	MGYG000003292	766	2
3096	MGYG000003293	808	2
3097	MGYG000003294	606	1
3098	MGYG000003295	1051	4
3099	MGYG000003296	950	3
3100	MGYG000003297	489	1
3101	MGYG000003298	963	3
3102	MGYG000003299	417	1
3103	MGYG000003300	529	1
3104	MGYG000003301	491	1
3105	MGYG000003302	663	2
3106	MGYG000003303	1115	4
3107	MGYG000003304	313	1
3108	MGYG000003305	435	1
3109	MGYG000003306	991	3
3110	MGYG000003307	623	2
3111	MGYG000003308	1196	4
3112	MGYG000003309	568	1
3113	MGYG000003310	827	2
3114	MGYG000003311	775	2
3115	MGYG000003312	1461	4
3116	MGYG000003313	698	2
3117	MGYG000003314	821	2
3118	MGYG000003315	503	1
3119	MGYG000003317	783	2
3120	MGYG000003318	741	2
3121	MGYG000003319	617	1
3122	MGYG000003320	851	3
3123	MGYG000003321	326	1
3124	MGYG000003322	613	1
3125	MGYG000003323	775	2
3126	MGYG000003324	597	1
3127	MGYG000003326	863	3
3128	MGYG000003327	1039	4
3129	MGYG000003328	621	2
3130	MGYG000003329	446	1
3131	MGYG000003330	710	2
3132	MGYG000003332	786	2
3133	MGYG000003334	660	2
3134	MGYG000003335	982	3
3135	MGYG000003337	917	3
3136	MGYG000003338	985	3
3137	MGYG000003339	988	3
3138	MGYG000003341	800	2
3139	MGYG000003343	687	2
3140	MGYG000003344	1160	4
3141	MGYG000003345	410	1
3142	MGYG000003346	1145	4
3143	MGYG000003347	576	1
3144	MGYG000003348	1021	3
3145	MGYG000003351	2062	4
3146	MGYG000003352	852	3
3147	MGYG000003353	900	3
3148	MGYG000003355	1840	4
3149	MGYG000003356	345	1
3150	MGYG000003357	464	1
3151	MGYG000003358	1871	4
3152	MGYG000003359	2195	4
3153	MGYG000003360	2036	4
3154	MGYG000003361	1070	4
3155	MGYG000003362	1262	4
3156	MGYG000003363	1360	4
3157	MGYG000003364	934	3
3158	MGYG000003366	1021	3
3159	MGYG000003367	1184	4
3160	MGYG000003368	674	2
3161	MGYG000003369	608	1
3162	MGYG000003370	514	1
3163	MGYG000003372	1727	4
3164	MGYG000003373	540	1
3165	MGYG000003374	782	2
3166	MGYG000003375	1116	4
3167	MGYG000003376	377	1
3168	MGYG000003377	1806	4
3169	MGYG000003378	2307	4
3170	MGYG000003379	2145	4
3171	MGYG000003380	936	3
3172	MGYG000003381	861	3
3173	MGYG000003382	2167	4
3174	MGYG000003383	1683	4
3175	MGYG000003386	2228	4
3176	MGYG000003387	2555	4
3177	MGYG000003388	1007	3
3178	MGYG000003389	1818	4
3179	MGYG000003390	1990	4
3180	MGYG000003391	587	1
3181	MGYG000003392	474	1
3182	MGYG000003393	1876	4
3183	MGYG000003394	770	2
3184	MGYG000003395	2079	4
3185	MGYG000003396	1195	4
3186	MGYG000003399	2555	4
3187	MGYG000003400	3020	4
3188	MGYG000003401	842	3
3189	MGYG000003402	1798	4
3190	MGYG000003403	3056	4
3191	MGYG000003404	438	1
3192	MGYG000003405	535	1
3193	MGYG000003406	509	1
3194	MGYG000003407	166	1
3195	MGYG000003408	488	1
3196	MGYG000003409	1016	3
3197	MGYG000003410	765	2
3198	MGYG000003411	647	2
3199	MGYG000003412	1083	4
3200	MGYG000003413	818	2
3201	MGYG000003414	558	1
3202	MGYG000003415	470	1
3203	MGYG000003416	593	1
3204	MGYG000003417	1304	4
3205	MGYG000003418	1011	3
3206	MGYG000003419	819	2
3207	MGYG000003420	736	2
3208	MGYG000003421	1114	4
3209	MGYG000003422	477	1
3210	MGYG000003423	847	3
3211	MGYG000003424	888	3
3212	MGYG000003425	1765	4
3213	MGYG000003426	521	1
3214	MGYG000003427	1028	3
3215	MGYG000003428	768	2
3216	MGYG000003429	561	1
3217	MGYG000003430	499	1
3218	MGYG000003431	812	2
3219	MGYG000003432	931	3
3220	MGYG000003433	659	2
3221	MGYG000003434	539	1
3222	MGYG000003435	1053	4
3223	MGYG000003436	875	3
3224	MGYG000003437	764	2
3225	MGYG000003438	748	2
3226	MGYG000003440	1360	4
3227	MGYG000003441	539	1
3228	MGYG000003442	906	3
3229	MGYG000003443	655	2
3230	MGYG000003444	445	1
3231	MGYG000003445	583	1
3232	MGYG000003446	491	1
3233	MGYG000003447	711	2
3234	MGYG000003448	314	1
3235	MGYG000003449	1352	4
3236	MGYG000003450	830	3
3237	MGYG000003451	698	2
3238	MGYG000003452	1065	4
3239	MGYG000003453	223	1
3240	MGYG000003454	769	2
3241	MGYG000003455	472	1
3242	MGYG000003456	1080	4
3243	MGYG000003457	796	2
3244	MGYG000003458	785	2
3245	MGYG000003459	404	1
3246	MGYG000003460	1007	3
3247	MGYG000003461	742	2
3248	MGYG000003462	1039	4
3249	MGYG000003463	1153	4
3250	MGYG000003464	299	1
3251	MGYG000003465	767	2
3252	MGYG000003466	1110	4
3253	MGYG000003467	427	1
3254	MGYG000003468	249	1
3255	MGYG000003469	532	1
3256	MGYG000003470	641	2
3257	MGYG000003471	402	1
3258	MGYG000003472	559	1
3259	MGYG000003473	702	2
3260	MGYG000003474	395	1
3261	MGYG000003475	666	2
3262	MGYG000003476	758	2
3263	MGYG000003477	733	2
3264	MGYG000003479	1237	4
3265	MGYG000003480	773	2
3266	MGYG000003481	445	1
3267	MGYG000003482	1172	4
3268	MGYG000003483	2154	4
3269	MGYG000003484	871	3
3270	MGYG000003485	455	1
3271	MGYG000003486	881	3
3272	MGYG000003488	717	2
3273	MGYG000003489	1063	4
3274	MGYG000003490	1150	4
3275	MGYG000003491	902	3
3276	MGYG000003492	427	1
3277	MGYG000003493	1108	4
3278	MGYG000003494	777	2
3279	MGYG000003496	818	2
3280	MGYG000003497	593	1
3281	MGYG000003498	618	1
3282	MGYG000003499	463	1
3283	MGYG000003500	533	1
3284	MGYG000003501	679	2
3285	MGYG000003503	659	2
3286	MGYG000003504	842	3
3287	MGYG000003505	1199	4
3288	MGYG000003506	490	1
3289	MGYG000003507	772	2
3290	MGYG000003508	864	3
3291	MGYG000003509	398	1
3292	MGYG000003510	726	2
3293	MGYG000003511	610	1
3294	MGYG000003512	1223	4
3295	MGYG000003513	896	3
3296	MGYG000003514	1064	4
3297	MGYG000003515	691	2
3298	MGYG000003516	611	1
3299	MGYG000003517	1019	3
3300	MGYG000003518	409	1
3301	MGYG000003519	272	1
3302	MGYG000003520	978	3
3303	MGYG000003521	672	2
3304	MGYG000003522	304	1
3305	MGYG000003523	454	1
3306	MGYG000003524	515	1
3307	MGYG000003525	696	2
3308	MGYG000003526	707	2
3309	MGYG000003528	1590	4
3310	MGYG000003529	638	2
3311	MGYG000003530	726	2
3312	MGYG000003531	707	2
3313	MGYG000003532	735	2
3314	MGYG000003533	808	2
3315	MGYG000003534	1039	4
3316	MGYG000003535	883	3
3317	MGYG000003536	834	3
3318	MGYG000003538	480	1
3319	MGYG000003539	549	1
3320	MGYG000003540	558	1
3321	MGYG000003541	382	1
3322	MGYG000003542	580	1
3323	MGYG000003544	408	1
3324	MGYG000003545	520	1
3325	MGYG000003546	1173	4
3326	MGYG000003547	416	1
3327	MGYG000003548	704	2
3328	MGYG000003549	474	1
3329	MGYG000003550	1015	3
3330	MGYG000003551	846	3
3331	MGYG000003552	808	2
3332	MGYG000003553	780	2
3333	MGYG000003554	609	1
3334	MGYG000003555	333	1
3335	MGYG000003556	499	1
3336	MGYG000003557	412	1
3337	MGYG000003558	489	1
3338	MGYG000003559	490	1
3339	MGYG000003560	359	1
3340	MGYG000003562	349	1
3341	MGYG000003563	518	1
3342	MGYG000003564	714	2
3343	MGYG000003565	809	2
3344	MGYG000003566	542	1
3345	MGYG000003567	899	3
3346	MGYG000003568	545	1
3347	MGYG000003569	1121	4
3348	MGYG000003570	1303	4
3349	MGYG000003571	571	1
3350	MGYG000003572	685	2
3351	MGYG000003573	701	2
3352	MGYG000003574	1238	4
3353	MGYG000003575	730	2
3354	MGYG000003576	631	2
3355	MGYG000003577	733	2
3356	MGYG000003578	979	3
3357	MGYG000003580	320	1
3358	MGYG000003581	849	3
3359	MGYG000003583	901	3
3360	MGYG000003584	800	2
3361	MGYG000003585	810	2
3362	MGYG000003586	1042	4
3363	MGYG000003587	553	1
3364	MGYG000003589	1095	4
3365	MGYG000003590	1309	4
3366	MGYG000003592	749	2
3367	MGYG000003594	950	3
3368	MGYG000003596	262	1
3369	MGYG000003597	987	3
3370	MGYG000003600	401	1
3371	MGYG000003601	405	1
3372	MGYG000003602	314	1
3373	MGYG000003603	810	2
3374	MGYG000003604	454	1
3375	MGYG000003606	506	1
3376	MGYG000003607	554	1
3377	MGYG000003608	375	1
3378	MGYG000003609	327	1
3379	MGYG000003610	718	2
3380	MGYG000003611	734	2
3381	MGYG000003612	1457	4
3382	MGYG000003613	930	3
3383	MGYG000003614	613	1
3384	MGYG000003615	1242	4
3385	MGYG000003616	509	1
3386	MGYG000003617	857	3
3387	MGYG000003618	622	2
3388	MGYG000003619	929	3
3389	MGYG000003620	1305	4
3390	MGYG000003621	860	3
3391	MGYG000003622	1098	4
3392	MGYG000003623	315	1
3393	MGYG000003624	1167	4
3394	MGYG000003625	1119	4
3395	MGYG000003626	779	2
3396	MGYG000003627	712	2
3397	MGYG000003628	382	1
3398	MGYG000003629	465	1
3399	MGYG000003630	677	2
3400	MGYG000003631	841	3
3401	MGYG000003632	734	2
3402	MGYG000003633	335	1
3403	MGYG000003634	521	1
3404	MGYG000003635	213	1
3405	MGYG000003636	1156	4
3406	MGYG000003637	1526	4
3407	MGYG000003638	709	2
3408	MGYG000003639	870	3
3409	MGYG000003640	591	1
3410	MGYG000003641	621	2
3411	MGYG000003642	1863	4
3412	MGYG000003643	1232	4
3413	MGYG000003644	462	1
3414	MGYG000003645	553	1
3415	MGYG000003646	408	1
3416	MGYG000003647	308	1
3417	MGYG000003648	1149	4
3418	MGYG000003649	936	3
3419	MGYG000003650	744	2
3420	MGYG000003651	582	1
3421	MGYG000003652	396	1
3422	MGYG000003653	839	3
3423	MGYG000003654	731	2
3424	MGYG000003655	878	3
3425	MGYG000003656	858	3
3426	MGYG000003657	778	2
3427	MGYG000003658	927	3
3428	MGYG000003659	306	1
3429	MGYG000003660	350	1
3430	MGYG000003661	946	3
3431	MGYG000003662	891	3
3432	MGYG000003663	381	1
3433	MGYG000003664	1088	4
3434	MGYG000003665	519	1
3435	MGYG000003666	522	1
3436	MGYG000003667	332	1
3437	MGYG000003668	921	3
3438	MGYG000003669	417	1
3439	MGYG000003670	682	2
3440	MGYG000003671	329	1
3441	MGYG000003674	939	3
3442	MGYG000003675	1060	4
3443	MGYG000003676	574	1
3444	MGYG000003677	416	1
3445	MGYG000003678	694	2
3446	MGYG000003679	981	3
3447	MGYG000003680	672	2
3448	MGYG000003681	1276	4
3449	MGYG000003682	1493	4
3450	MGYG000003683	936	3
3451	MGYG000003684	2358	4
3452	MGYG000003685	966	3
3453	MGYG000003686	1380	4
3454	MGYG000003687	1528	4
3455	MGYG000003688	996	3
3456	MGYG000003689	944	3
3457	MGYG000003690	740	2
3458	MGYG000003691	994	3
3459	MGYG000003692	1020	3
3460	MGYG000003693	1214	4
3461	MGYG000003694	1038	4
3462	MGYG000003696	1044	4
3463	MGYG000003697	1196	4
3464	MGYG000003698	1063	4
3465	MGYG000003699	958	3
3466	MGYG000003700	1021	3
3467	MGYG000003701	1997	4
3468	MGYG000003702	1111	4
3469	MGYG000003703	917	3
3470	MGYG000003704	391	1
3471	MGYG000003705	903	3
3472	MGYG000003706	447	1
3473	MGYG000003707	862	3
3474	MGYG000003708	830	3
3475	MGYG000003709	821	2
3476	MGYG000003710	740	2
3477	MGYG000003711	3042	4
3478	MGYG000003712	2024	4
3479	MGYG000003713	1178	4
3480	MGYG000003714	990	3
3481	MGYG000003715	1083	4
3482	MGYG000003716	425	1
3483	MGYG000003717	503	1
3484	MGYG000003718	486	1
3485	MGYG000003719	412	1
3486	MGYG000003720	260	1
3487	MGYG000003721	488	1
3488	MGYG000003722	655	2
3489	MGYG000003723	675	2
3490	MGYG000003724	510	1
3491	MGYG000003725	396	1
3492	MGYG000003726	469	1
3493	MGYG000003727	485	1
3494	MGYG000003728	819	2
3495	MGYG000003729	407	1
3496	MGYG000003730	505	1
3497	MGYG000003731	670	2
3498	MGYG000003732	854	3
3499	MGYG000003733	4624	4
3500	MGYG000003734	2838	4
3501	MGYG000003735	1215	4
3502	MGYG000003736	1900	4
3503	MGYG000003737	689	2
3504	MGYG000003738	442	1
3505	MGYG000003739	527	1
3506	MGYG000003740	492	1
3507	MGYG000003741	384	1
3508	MGYG000003742	800	2
3509	MGYG000003743	379	1
3510	MGYG000003744	806	2
3511	MGYG000003745	279	1
3512	MGYG000003746	738	2
3513	MGYG000003747	733	2
3514	MGYG000003748	344	1
3515	MGYG000003749	223	1
3516	MGYG000003750	456	1
3517	MGYG000003751	485	1
3518	MGYG000003752	748	2
3519	MGYG000003753	630	2
3520	MGYG000003754	499	1
3521	MGYG000003755	361	1
3522	MGYG000003756	489	1
3523	MGYG000003757	486	1
3524	MGYG000003758	438	1
3525	MGYG000003759	414	1
3526	MGYG000003760	604	1
3527	MGYG000003761	3128	4
3528	MGYG000003762	946	3
3529	MGYG000003763	677	2
3530	MGYG000003764	573	1
3531	MGYG000003765	618	1
3532	MGYG000003766	321	1
3533	MGYG000003767	500	1
3534	MGYG000003768	528	1
3535	MGYG000003769	1599	4
3536	MGYG000003770	1091	4
3537	MGYG000003771	1256	4
3538	MGYG000003772	368	1
3539	MGYG000003773	1264	4
3540	MGYG000003774	519	1
3541	MGYG000003775	410	1
3542	MGYG000003776	474	1
3543	MGYG000003777	645	2
3544	MGYG000003778	404	1
3545	MGYG000003779	455	1
3546	MGYG000003780	434	1
3547	MGYG000003781	255	1
3548	MGYG000003783	958	3
3549	MGYG000003784	454	1
3550	MGYG000003785	543	1
3551	MGYG000003786	742	2
3552	MGYG000003787	817	2
3553	MGYG000003788	793	2
3554	MGYG000003789	576	1
3555	MGYG000003790	547	1
3556	MGYG000003791	970	3
3557	MGYG000003792	720	2
3558	MGYG000003793	473	1
3559	MGYG000003794	848	3
3560	MGYG000003795	647	2
3561	MGYG000003796	367	1
3562	MGYG000003797	480	1
3563	MGYG000003798	893	3
3564	MGYG000003799	811	2
3565	MGYG000003800	726	2
3566	MGYG000003801	697	2
3567	MGYG000003802	451	1
3568	MGYG000003803	1661	4
3569	MGYG000003804	552	1
3570	MGYG000003805	832	3
3571	MGYG000003806	1078	4
3572	MGYG000003807	415	1
3573	MGYG000003808	1792	4
3574	MGYG000003809	370	1
3575	MGYG000003810	630	2
3576	MGYG000003811	959	3
3577	MGYG000003812	674	2
3578	MGYG000003813	540	1
3579	MGYG000003814	605	1
3580	MGYG000003815	685	2
3581	MGYG000003816	851	3
3582	MGYG000003817	503	1
3583	MGYG000003818	605	1
3584	MGYG000003819	969	3
3585	MGYG000003820	967	3
3586	MGYG000003821	917	3
3587	MGYG000003822	601	1
3588	MGYG000003823	806	2
3589	MGYG000003824	910	3
3590	MGYG000003825	774	2
3591	MGYG000003826	643	2
3592	MGYG000003827	609	1
3593	MGYG000003828	714	2
3594	MGYG000003829	688	2
3595	MGYG000003830	597	1
3596	MGYG000003831	1002	3
3597	MGYG000003832	359	1
3598	MGYG000003833	1034	4
3599	MGYG000003834	935	3
3600	MGYG000003835	1076	4
3601	MGYG000003836	507	1
3602	MGYG000003837	819	2
3603	MGYG000003838	800	2
3604	MGYG000003839	442	1
3605	MGYG000003840	499	1
3606	MGYG000003841	548	1
3607	MGYG000003842	633	2
3608	MGYG000003843	867	3
3609	MGYG000003844	875	3
3610	MGYG000003845	573	1
3611	MGYG000003846	769	2
3612	MGYG000003847	951	3
3613	MGYG000003849	766	2
3614	MGYG000003850	349	1
3615	MGYG000003851	917	3
3616	MGYG000003852	548	1
3617	MGYG000003853	618	1
3618	MGYG000003854	791	2
3619	MGYG000003855	528	1
3620	MGYG000003856	808	2
3621	MGYG000003857	736	2
3622	MGYG000003858	997	3
3623	MGYG000003859	663	2
3624	MGYG000003860	698	2
3625	MGYG000003861	790	2
3626	MGYG000003862	904	3
3627	MGYG000003863	924	3
3628	MGYG000003864	805	2
3629	MGYG000003865	882	3
3630	MGYG000003867	670	2
3631	MGYG000003868	774	2
3632	MGYG000003869	886	3
3633	MGYG000003870	926	3
3634	MGYG000003871	545	1
3635	MGYG000003872	881	3
3636	MGYG000003873	932	3
3637	MGYG000003874	658	2
3638	MGYG000003875	1333	4
3639	MGYG000003876	1074	4
3640	MGYG000003877	561	1
3641	MGYG000003878	1025	3
3642	MGYG000003879	1140	4
3643	MGYG000003880	762	2
3644	MGYG000003881	586	1
3645	MGYG000003882	1707	4
3646	MGYG000003883	1989	4
3647	MGYG000003884	813	2
3648	MGYG000003885	880	3
3649	MGYG000003886	549	1
3650	MGYG000003887	421	1
3651	MGYG000003888	809	2
3652	MGYG000003889	644	2
3653	MGYG000003890	712	2
3654	MGYG000003891	1469	4
3655	MGYG000003892	781	2
3656	MGYG000003893	868	3
3657	MGYG000003894	873	3
3658	MGYG000003895	371	1
3659	MGYG000003896	817	2
3660	MGYG000003897	422	1
3661	MGYG000003898	548	1
3662	MGYG000003899	1030	3
3663	MGYG000003900	786	2
3664	MGYG000003901	1274	4
3665	MGYG000003902	641	2
3666	MGYG000003904	1213	4
3667	MGYG000003905	567	1
3668	MGYG000003906	975	3
3669	MGYG000003907	465	1
3670	MGYG000003908	1070	4
3671	MGYG000003909	939	3
3672	MGYG000003910	891	3
3673	MGYG000003911	550	1
3674	MGYG000003912	745	2
3675	MGYG000003913	930	3
3676	MGYG000003914	1275	4
3677	MGYG000003915	750	2
3678	MGYG000003916	946	3
3679	MGYG000003917	573	1
3680	MGYG000003918	817	2
3681	MGYG000003919	727	2
3682	MGYG000003920	909	3
3683	MGYG000003921	1183	4
3684	MGYG000003922	1532	4
3685	MGYG000003923	915	3
3686	MGYG000003924	936	3
3687	MGYG000003925	1036	4
3688	MGYG000003926	1007	3
3689	MGYG000003927	798	2
3690	MGYG000003928	914	3
3691	MGYG000003929	957	3
3692	MGYG000003930	565	1
3693	MGYG000003931	772	2
3694	MGYG000003932	685	2
3695	MGYG000003933	1493	4
3696	MGYG000003934	847	3
3697	MGYG000003935	395	1
3698	MGYG000003936	407	1
3699	MGYG000003937	1019	3
3700	MGYG000003938	914	3
3701	MGYG000003939	453	1
3702	MGYG000003940	408	1
3703	MGYG000003941	970	3
3704	MGYG000003942	472	1
3705	MGYG000003943	727	2
3706	MGYG000003944	376	1
3707	MGYG000003945	803	2
3708	MGYG000003946	444	1
3709	MGYG000003947	472	1
3710	MGYG000003948	943	3
3711	MGYG000003949	856	3
3712	MGYG000003951	259	1
3713	MGYG000003952	1189	4
3714	MGYG000003953	430	1
3715	MGYG000003954	748	2
3716	MGYG000003955	305	1
3717	MGYG000003956	547	1
3718	MGYG000003957	1629	4
3719	MGYG000003959	801	2
